Title,Title_CKIP,Category
高鐵暑假大專生返鄉5折優惠24日開訂,高鐵　暑假　大專生　返鄉　5　折　優惠　24日　開訂,e
高鐵持續獲利105年稅後賺41.5億,高鐵　持續　獲利　105　年　稅後　賺　41.5　億,o
高鐵北捷觀巴合作6/1推交通聯票,高鐵　北捷觀巴　合作　6　/　1　推　交通　聯票,e
加強端午疏運高鐵再加開2班自由座,加強　端午　疏運　高鐵　再　加開　2　班　自由座,t
高鐵7/1起週增7班暑期學生最多5折優惠,高鐵　7　/　1　起　週增　7　班　暑期　學生　最多　5　折　優惠,e
高鐵暑期親子列車首推魔幻劇場,高鐵　暑期　親子　列車　首推　魔幻　劇場,e
桃機禮品店漏水桃捷：工程介面問題,桃機　禮品店　漏水　桃捷　：　工程　介面　問題,s
高鐵證實董事長執行長薪資調整,高鐵　證實　董事長　執行長　薪資　調整,o
歧視更生人高鐵允檢視合約並檢討,歧視　更生人　高鐵　允　檢視　合約　並　檢討,o
遭批歧視更生人高鐵：無違法將檢討,遭　批　歧視　更生人　高鐵　：　無　違法　將　檢討,o
高鐵董事會今決議　暫不調整票價,高鐵　董事會　今　決議　暫不　調整　票價,e
高鐵營隊又來了12日起報名,高鐵　營隊　又　來　了　12　日　起　報名,e
賀陳旦：高鐵雲林站週末假日可望增班,賀陳旦　：　高鐵　雲林站　週末　假日　可望　增班,t
高鐵商務車廂折扣縮水8/1起8折變9折,高鐵　商務　車廂　折扣　縮水　8　/　1　起　8　折　變　9　折,e
夏季輕旅行搭桃捷買2張享8折,夏季　輕　旅行　搭　桃捷　買　2　張　享　8　折,e
誠品接手北捷中山書街明營運　北市副市長：氣味不一樣了,誠品　接手　北捷　中山　書街明　營運　北市　副市長　：　氣味　不　一樣　了,o
南科塞爆了　南市府開新路直通高鐵站,南科塞爆　了　南　市府　開新路　直通　高鐵　站,t
高鐵便當美食展打7折還可抽免費車券,高鐵　便當　美食展　打　7　折　還　可　抽　免費　車券,e
土地是否在高鐵限建範圍8/20起上網查,土地　是否　在　高鐵　限建　範圍　8　/　20　起　上網　查,o
尼莎颱風來襲機捷晚間8時起減班,尼莎　颱風　來襲　機捷　晚間　8時　起　減班,t
高捷：啟動壓力訓練輕軌駕駛不再被反鎖,高捷　：　啟動　壓力　訓練　輕　軌　駕駛　不再　被　反鎖,o
高鐵大專返校5折優惠列車12日開訂,高鐵　大專　返校　5　折　優惠　列車　12日　開訂,e
不怕手機沒電桃捷直達車提供無線充電[影],不　怕　手機　沒　電　桃捷　直達車　提供　無線　充電　[　影　],s
高鐵免費上網開通各站及新竹以北路段,高鐵　免費　上網　開通　各　站　及　新竹　以北　路段,s
高鐵商品迴力車賣最好一年逾萬組,高鐵　商品　迴力車　賣　最好　一　年　逾　萬　組,o
高捷服務升級規畫年底前提供穩定Wi-Fi,高捷　服務　升級　規畫　年底　前　提供　穩定　Wi-Fi,s
賀陳旦：許多國家建設捷運是為老年化,賀陳旦　：　許多　國家　建設　捷運　是　為　老年　化,o
高鐵左營站道岔異常延誤列車已恢復營運,高鐵　左營　站道岔　異常　延誤　列車　已　恢復　營運,t
高鐵左營站道岔異常6班車延誤,高鐵　左營　站道岔　異常　6　班車　延誤,t
安娜貝爾搭高鐵宣傳高鐵公司要求道歉,安娜　貝爾　搭　高鐵　宣傳　高鐵　公司　要求　道歉,o
高鐵北上提早機捷提供整點班車,高鐵　北上　提早　機捷　提供　整　點　班車,t
高鐵秋節暨國慶疏運車票6日開賣,高鐵　秋節　暨　國慶　疏運　車票　6　日　開賣,e
桃捷優惠發行回數票買十送二,桃捷　優惠　發行　回　數　票　買　十　送　二,e
她用6分鐘趕搭高鐵　沒趕上車怨高鐵只送鑰匙圈（動畫）,她　用　6分鐘　趕搭　高鐵　沒　趕上　車怨　高鐵　只　送　鑰匙圈　（　動畫　）,o
泰利颱風影響小　高鐵今全天正常行駛,泰利　颱風　影響　小　高鐵　今　全　天　正常　行駛,t
疑遭打壓桃捷工會申請不當勞動行為裁決,疑　遭　打壓　桃捷　工會　申請　不當　勞動　行為　裁決,o
高鐵台南產專區首件民間招商無人投標,高鐵　台南　產　專區　首　件　民間　招商　無　人　投標,o
新北捷運進度淡海輕軌明年底通車,新　北　捷運　進度　淡海　輕　軌　明年　底　通車,t
疏解人潮高鐵增2班各站停全車自由座,疏解　人潮　高鐵　增　2　班　各　站　停　全　車　自由座,t
疏解連假人潮高鐵開加班車,疏解　連假　人潮　高鐵　開　加班車,t
疏解北返人潮高鐵增兩班全車自由座,疏解　北　返　人潮　高鐵　增　兩　班　全　車　自由座,t
【有片】機捷無線電傳輸遇死角　訊號微弱害誤點,【　有片　】　機捷　無線電　傳輸　遇　死角　訊號　微弱　害　誤點,s
81億基隆建輕軌9成台鐵路線　基市長：輕軌其實就是捷運,81億　基隆　建　輕　軌　9成　台鐵　路線　基　市長　：　輕　軌　其實　就　是　捷運,o
北捷清潔外包商欠薪　北捷：將對清潔公司罰款,北捷　清潔　外包商　欠薪　北捷　：　將　對　清潔　公司　罰款,o
營造機場捷運地景復育秀英花四月雪,營造　機場捷運　地景　復育　秀英花　四月　雪,s
交長要高鐵「認養」台鐵集集線　高鐵推出雙鐵遊,交長　要　高鐵　「　認養　」　台鐵　集集線　高鐵　推出　雙鐵　遊,e
罷工暫緩　台鐵工會：耐心已盡若跳票將中斷接駁高鐵,罷工　暫緩　台鐵　工會　：　耐心　已　盡　若　跳票　將　中斷　接駁　高鐵,o
砸千億！高捷新增黃線　紅線延伸到路竹,砸　千億　！　高捷　新增　黃線紅線　延伸到　路竹,t
【驚嚇片】捷運地下街裝置藝術嚇人　民眾驚：在辦告別式?,【　驚嚇片　】　捷運　地下街　裝置　藝術　嚇人　民眾　驚　：　在　辦　告別式　?,s
他爭取松機遷宜蘭　捷運、高鐵也拉過去,他　爭取　松機遷　宜蘭　捷運　、　高鐵　也　拉　過去,o
五月天開唱！北捷大安森林公園站爆增3萬人次,五月　天開唱　！　北捷　大安　森林　公園站　爆增　3萬　人次,e
高鐵勞動節連假增52班4/1開訂,高鐵　勞動節　連假　增　52　班　4　/　1　開　訂,t
體貼機捷旅客台鐵便當本舖5號店31日開張,體貼　機捷　旅客　台鐵　便當　本舖　5　號　店　31　日　開張,s
勞動節3天連假　高鐵加開52班次加強疏運,勞動節　3　天　連假　高鐵　加開　52　班次　加強　疏運,t
免費接駁專車雲林高鐵至沿海方便行,免費　接駁　專車　雲林　高鐵　至　沿海　方便　行,s
衝浪板上火車及捷運　玩家發起一人一信,衝浪板　上　火車　及　捷運　玩家　發起　一　人　一信,o
【掰掰惹】北捷108站快取寶服務即起喊停　履保金被沒收,【　掰掰惹　】　北捷　108　站　快取　寶　服務　即　起　喊　停履保金　被　沒收,s
今天起　一卡通聯名卡可嗶進高鐵站,今天　起　一　卡通　聯名　卡　可　嗶　進　高鐵　站,s
道岔訊號異常28分搶修完　高鐵恢復準點,道岔　訊號　異常　28　分　搶　修完　高鐵　恢復　準點,t
北捷加機捷一次搭完要多久？　這位同學告訴你,北捷　加　機捷　一　次　搭完　要　多　久　？　這　位　同學　告訴　你,t
選擇更多元高鐵便當換新口味登場,選擇　更　多元　高鐵　便當　換新　口味　登場,s
與台鐵便當正面對決　高鐵推香滷肉排木盒便當,與　台鐵　便當　正面　對決　高鐵　推香　滷肉　排　木盒　便當,s
【Magic】高鐵網路訂票　填完資料票卻不見！,【　Magic　】　高鐵　網路　訂　票　填完　資料票　卻　不　見　！,e
複製北捷經驗？　雪隧推「慢車走右側、快車走左邊」,複製　北捷　經驗　？　雪隧推　「　慢車　走　右側　、　快車　走　左邊　」,o
配合萬安演習　高鐵後天有5站接駁公車暫停行駛,配合　萬安　演習　高鐵　後天　有　5　站　接駁　公車　暫停　行駛,t
【網路溫度計】有捷運、夜市還不夠 生活機能排行第三名大學 連知名美式賣場都開在它旁邊,【　網路　溫度計　】　有　捷運　、　夜市　還　不　夠　生活機能　排行　第三　名　大學　連　知名　美式　賣場　都　開　在　它　旁邊,o
桃園高鐵站昨人多如屍速列車　高鐵：已全力疏運,桃園　高鐵　站昨　人　多　如　屍速　列車　高鐵　：　已　全力　疏運,s
高捷攜手京王電鐵行銷一卡通也有好康,高捷　攜手　京王　電鐵　行銷　一　卡通　也　有　好康,e
高鐵雲林段地層下陷達92公分　高鐵局：有減緩,高鐵　雲林　段　地層　下陷　達　92　公分　高鐵局　：　有　減緩,o
開車到台南高鐵站送客　本月有指定下客地,開車　到　台南　高鐵　站　送客　本　月　有　指　定下　客地,o
彰化為何需要捷運？　在地人這樣說,彰化　為何　需要　捷運　？　在地人　這樣　說,o
【環境資訊】前瞻軌道建設 曾銘宗預言：捷運蓋好即地方財政崩潰時刻,【　環境　資訊　】　前瞻　軌道　建設　曾　銘宗　預言　：　捷運　蓋好　即　地方　財政　崩潰　時刻,o
柯Ｐ：捷運常虧到不省人事　雙北要討論中環段虧損問題,柯　Ｐ　：　捷運　常　虧　到　不省人事　雙北　要　討論　中環　段　虧損　問題,o
機場捷運高架段14層樓高逃生不易　立委：防恐最大弱點,機場捷運　高架　段　14　層　樓　高　逃生　不易　立委　：　防　恐　最　大　弱點,o
再嗆侯友宜　柯Ｐ：要嘲笑新北乾脆說捷運開工太多次,再　嗆侯友宜柯　Ｐ　：　要　嘲笑　新北　乾脆　說　捷運　開工　太多　次,o
故宮與高鐵合作打開亞洲之門,故宮　與　高鐵　合作　打開　亞洲　之　門,e
史無前例　台日機場、捷運4公司攜手合作,史無前例　台日　機場　、　捷運　4　公司　攜手　合作,e
台鐵將新設支線5分鐘直達高鐵彰化站　工期6年,台鐵　將　新設　支線　5　分鐘　直達　高鐵　彰化站　工期　6　年,t
高鐵轉向架避震器像電鍋蓋原來是空氣彈簧,高鐵　轉向　架　避震器　像　電　鍋蓋　原來　是　空氣　彈簧,s
高鐵車輪維養大公開定期清洗照超音波,高鐵　車輪　維　養大　公開　定期　清洗　照　超音波,o
早鳥出國更方便高鐵加開北上列車,早鳥　出國　更　方便　高鐵　加開　北上　列車,t
高鐵端午連假加開156班次　4/29開賣,高鐵　端午　連假　加開　156　班　次4　/　29　開賣,t
高鐵唯一一組撞壞的轉向架　竟是救了300人的「英雄」,高鐵　唯一　一　組　撞壞　的　轉向架　竟是　救　了　300　人　的　「　英雄　」,o
高鐵桃園站青昇段　徵求投資人,高鐵　桃園站　青昇段　徵求　投資人,o
票卡來自韓國、塗漆則自日本　高鐵推動國產化,票卡　來自　韓國　、　塗漆　則　自　日本　高鐵　推動　國產　化,e
台鐵六家線時刻調整　轉搭新竹高鐵不用狂奔了,台鐵　六家線　時刻　調整　轉搭　新竹　高鐵　不用　狂奔　了,t
纏繞高鐵氣球排除9時38分恢復營運,纏繞　高鐵　氣球　排除　9時　38　分　恢復　營運,t
氣球纏繞高鐵影響20列次上萬旅客,氣球　纏繞　高鐵　影響　20　列次　上萬　旅客,t
北捷東湖站列車斷電18分　已排除故障,北捷　東湖站　列車　斷電　18　分　已　排除　故障,s
下午萬安演習搭高鐵旅客留意影響　信義行政中心周邊也有交管,下午　萬安　演習　搭　高鐵　旅客　留意　影響　信義　行政　中心　周邊　也　有　交管,o
